event_id,transaction_id,customer_id,customer_name,customer_email,customer_phone,merchant_category,gateway_provider,payment_method,user_device,event_type,failure_category,created_at,amount,customer_age_days,prev_payment_count,prev_success_count,prev_failure_count,historical_success_rate,days_since_last_success,customer_activity_score,failure_category_encoded,attempt_number,hours_since_failure,invoice_age_days,prev_recovery_actions,prev_recovery_outcomes,recovered
EV_104954,TXN_202604954,CUST_1586,Aditya Patel,aditya.patel81@outlook.com,+919714935617,E-commerce Retail,PayU,Credit Card,Tablet,checkout_abandonment,user_timeout,2026-08-04 01:25:37,23103.12,1402,48,26,22,0.5417,0,8.46,3,1,1.68,0,4,2,1
EV_104955,TXN_202604955,CUST_3185,Kabir Nair,kabir.nair13@enterprise.in,+918172581952,SaaS,Stripe,UPI,Tablet,failed_payment,insufficient_funds,2026-07-02 07:12:37,50000.0,343,27,24,3,0.8889,0,7.69,1,3,4.76,0,4,3,1
EV_104956,TXN_202604956,CUST_2990,Ananya Singh,ananya.singh11@yahoo.com,+918589060194,EdTech,PayU,Bank Transfer / NEFT,Tablet,overdue_invoice,insufficient_funds,2026-07-20 13:10:37,19415.12,1486,36,22,14,0.6111,0,8.29,1,1,143.4,20,2,2,1
EV_104957,TXN_202604957,CUST_3483,Pooja Bhat,pooja.bhat5@yahoo.com,+918456222412,E-commerce Retail,Cashfree,NetBanking,Mobile,failed_payment,network_error,2026-06-05 13:46:37,11056.0,468,17,14,3,0.8235,0,7.26,2,2,9.47,0,3,3,1
EV_104958,TXN_202604958,CUST_1987,Aarav Kumar,aarav.kumar74@company.in,+917384789235,B2B Wholesale,Stripe,NetBanking,Tablet,checkout_abandonment,user_timeout,2026-07-26 07:24:37,2014.93,803,44,28,16,0.6364,0,6.95,3,1,13.37,0,4,3,1
EV_104959,TXN_202604959,CUST_2467,Arjun Singh,arjun.singh24@gmail.com,+916332350718,E-commerce Retail,CCAvenue,Credit Card,Desktop,checkout_abandonment,user_timeout,2026-06-18 07:40:37,2772.95,566,34,21,13,0.6176,58,6.08,3,2,11.29,0,2,1,1
EV_104960,TXN_202604960,CUST_2856,Diya Malhotra,diya.malhotra80@yahoo.com,+916122312847,SaaS,CCAvenue,Debit Card,Desktop,failed_payment,bank_downtime,2026-07-12 16:50:37,7944.7,573,3,2,1,0.6667,8,9.41,4,1,0.57,0,2,1,1
EV_104961,TXN_202604961,CUST_1776,Sneha Rao,sneha.rao59@company.in,+917897840239,B2B Wholesale,Razorpay,UPI,Tablet,checkout_abandonment,user_timeout,2026-07-05 06:07:37,6959.16,1004,11,9,2,0.8182,0,7.78,3,1,24.96,0,1,1,1
EV_104962,TXN_202604962,CUST_3151,Arjun Singh,arjun.singh56@yahoo.com,+919740953930,SaaS,PayU,Credit Card,Tablet,checkout_abandonment,user_timeout,2026-07-24 07:49:37,640.01,320,14,7,7,0.5,0,7.6,3,1,8.97,0,1,0,1
EV_104963,TXN_202604963,CUST_2635,Vihaan Singh,vihaan.singh63@company.in,+916960497978,E-commerce Retail,CCAvenue,Credit Card,Desktop,failed_payment,user_timeout,2026-06-04 12:21:37,1863.67,590,15,13,2,0.8667,0,8.37,3,1,2.29,0,4,4,1
EV_104964,TXN_202604964,CUST_1602,Ishaan Sharma,ishaan.sharma32@outlook.com,+919058871961,B2B Wholesale,PayU,Debit Card,Desktop,failed_payment,user_timeout,2026-08-20 01:40:37,1389.69,671,51,20,31,0.3922,0,7.9,3,1,29.41,0,4,2,0
EV_104965,TXN_202604965,CUST_3417,Vivaan Sharma,vivaan.sharma16@outlook.com,+917200860337,B2B Wholesale,Cashfree,UPI,Desktop,failed_payment,network_error,2026-08-21 04:21:37,24704.39,1408,40,34,6,0.85,4,9.23,2,1,0.27,0,1,1,1
EV_104966,TXN_202604966,CUST_1993,Kunal Reddy,kunal.reddy70@yahoo.com,+916859324105,E-commerce Retail,Cashfree,Credit Card,Tablet,checkout_abandonment,user_timeout,2026-08-11 01:21:37,13437.77,1388,29,24,5,0.8276,72,6.41,3,1,13.52,0,3,3,1
EV_104967,TXN_202604967,CUST_1175,Diya Mehta,diya.mehta97@company.in,+919728427375,EdTech,Stripe,Credit Card,Desktop,failed_payment,bank_downtime,2026-08-13 20:02:37,3941.94,1392,49,42,7,0.8571,0,4.12,4,2,7.98,0,1,1,1
EV_104968,TXN_202604968,CUST_3112,Kavya Mehta,kavya.mehta47@outlook.com,+919556128291,E-commerce Retail,Razorpay,UPI,Mobile,failed_payment,expired_card,2026-08-06 23:30:37,43480.37,1311,22,17,5,0.7727,0,8.93,0,1,5.02,0,5,5,1
EV_104969,TXN_202604969,CUST_1394,Ira Gupta,ira.gupta91@yahoo.com,+917242676804,EdTech,CCAvenue,UPI,Desktop,failed_payment,network_error,2026-06-24 22:12:37,48118.54,692,39,23,16,0.5897,136,4.71,2,1,1.08,0,2,1,0
EV_104970,TXN_202604970,CUST_1443,Riya Singh,riya.singh34@gmail.com,+916388354759,B2B Wholesale,PayU,Credit Card,Mobile,overdue_invoice,insufficient_funds,2026-05-31 06:07:37,84580.94,978,13,12,1,0.9231,0,8.82,1,1,117.82,63,2,2,1
EV_104971,TXN_202604971,CUST_3201,Arjun Sharma,arjun.sharma8@enterprise.in,+919758704679,B2B Wholesale,Stripe,UPI,Desktop,failed_payment,insufficient_funds,2026-08-06 21:20:37,28470.98,192,9,5,4,0.5556,28,6.12,1,2,4.06,0,1,1,1
EV_104972,TXN_202604972,CUST_1720,Ananya Joshi,ananya.joshi48@company.in,+919282146861,EdTech,Stripe,Credit Card,Mobile,checkout_abandonment,user_timeout,2026-08-07 17:30:37,25000.0,694,43,31,12,0.7209,86,6.95,3,1,10.79,0,3,3,1
EV_104973,TXN_202604973,CUST_3086,Pooja Singh,pooja.singh50@yahoo.com,+916895279103,SaaS,Cashfree,Credit Card,Mobile,failed_payment,insufficient_funds,2026-08-18 16:47:37,1041.92,732,22,13,9,0.5909,162,6.85,1,4,24.49,0,3,3,1
EV_104974,TXN_202604974,CUST_2729,Aditya Singh,aditya.singh45@company.in,+917700780709,SaaS,Cashfree,Debit Card,Mobile,failed_payment,insufficient_funds,2026-06-18 13:13:37,3341.73,319,13,12,1,0.9231,0,7.09,1,3,17.71,0,3,3,1
EV_104975,TXN_202604975,CUST_1950,Arjun Joshi,arjun.joshi25@enterprise.in,+918634654724,SaaS,PayU,Bank Transfer / NEFT,Mobile,overdue_invoice,insufficient_funds,2026-08-25 18:57:37,36304.6,482,50,32,18,0.64,0,7.54,1,1,76.39,56,1,0,1
EV_104976,TXN_202604976,CUST_1967,Aadhya Rao,aadhya.rao23@gmail.com,+918895490481,E-commerce Retail,PayU,UPI,Tablet,failed_payment,insufficient_funds,2026-07-26 01:29:37,3171.52,782,37,31,6,0.8378,5,9.33,1,1,9.91,0,1,1,1
EV_104977,TXN_202604977,CUST_2137,Kabir Rao,kabir.rao44@outlook.com,+917974823127,SaaS,CCAvenue,Credit Card,Tablet,failed_payment,insufficient_funds,2026-06-24 05:55:37,20726.2,688,42,39,3,0.9286,4,5.78,1,1,2.6,0,4,3,1
EV_104978,TXN_202604978,CUST_1557,Meera Kumar,meera.kumar14@gmail.com,+919852057916,E-commerce Retail,Cashfree,NetBanking,Desktop,failed_payment,user_timeout,2026-07-15 04:18:37,2125.45,1467,15,8,7,0.5333,0,6.49,3,1,4.69,0,4,2,0
EV_104979,TXN_202604979,CUST_1800,Ananya Malhotra,ananya.malhotra94@enterprise.in,+917332980508,EdTech,Cashfree,Bank Transfer / NEFT,Mobile,overdue_invoice,insufficient_funds,2026-06-23 20:45:37,15735.13,1020,23,17,6,0.7391,0,6.21,1,1,155.44,16,1,0,1
EV_104980,TXN_202604980,CUST_2351,Sneha Rao,sneha.rao20@outlook.com,+916517376881,B2B Wholesale,Razorpay,Bank Transfer / NEFT,Tablet,overdue_invoice,insufficient_funds,2026-07-11 03:52:37,13701.79,1329,15,11,4,0.7333,10,6.8,1,1,230.83,8,5,3,0
EV_104981,TXN_202604981,CUST_1763,Kavya Reddy,kavya.reddy78@company.in,+919093239371,SaaS,PayU,NetBanking,Tablet,overdue_invoice,insufficient_funds,2026-08-05 13:03:37,61230.74,115,23,17,6,0.7391,160,5.93,1,1,138.93,39,3,3,0
EV_104982,TXN_202604982,CUST_2334,Ishaan Kumar,ishaan.kumar44@outlook.com,+919572237717,B2B Wholesale,Razorpay,UPI,Mobile,checkout_abandonment,user_timeout,2026-07-03 13:41:37,4867.38,261,36,21,15,0.5833,75,5.77,3,1,1.01,0,0,0,1
EV_104983,TXN_202604983,CUST_2700,Diya Malhotra,diya.malhotra65@gmail.com,+918606076280,B2B Wholesale,Cashfree,Debit Card,Mobile,checkout_abandonment,user_timeout,2026-06-26 17:00:37,2203.0,549,20,17,3,0.85,0,6.03,3,1,0.42,0,0,0,1
EV_104984,TXN_202604984,CUST_2211,Kabir Gupta,kabir.gupta94@company.in,+917966356928,SaaS,CCAvenue,NetBanking,Tablet,checkout_abandonment,user_timeout,2026-07-21 14:16:37,2351.46,1295,30,23,7,0.7667,0,5.68,3,1,1.63,0,2,2,1
EV_104985,TXN_202604985,CUST_2750,Vihaan Kumar,vihaan.kumar69@company.in,+917067843621,SaaS,PayU,UPI,Tablet,failed_payment,bank_downtime,2026-05-31 16:24:37,9662.92,104,18,10,8,0.5556,1,7.0,4,1,20.38,0,4,2,1
EV_104986,TXN_202604986,CUST_1059,Ananya Chopra,ananya.chopra85@gmail.com,+919091320992,EdTech,PayU,Debit Card,Tablet,checkout_abandonment,user_timeout,2026-06-11 20:24:37,5506.07,672,23,18,5,0.7826,0,8.12,3,2,1.31,0,3,3,0
EV_104987,TXN_202604987,CUST_1767,Kunal Nair,kunal.nair55@yahoo.com,+918633391667,B2B Wholesale,PayU,NetBanking,Mobile,checkout_abandonment,user_timeout,2026-07-27 05:37:37,8388.08,370,9,7,2,0.7778,7,7.53,3,2,8.13,0,1,1,1
EV_104988,TXN_202604988,CUST_1633,Kavya Rao,kavya.rao33@yahoo.com,+919672097945,B2B Wholesale,PayU,UPI,Mobile,checkout_abandonment,user_timeout,2026-06-15 06:52:37,2566.47,1228,38,34,4,0.8947,0,6.64,3,1,7.86,0,3,3,1
EV_104989,TXN_202604989,CUST_2797,Kunal Patel,kunal.patel20@yahoo.com,+918614094185,EdTech,CCAvenue,UPI,Tablet,failed_payment,bank_downtime,2026-08-27 08:45:37,1351.93,489,50,39,11,0.78,0,3.65,4,1,22.7,0,1,0,1
EV_104990,TXN_202604990,CUST_2259,Sneha Kulkarni,sneha.kulkarni19@yahoo.com,+919215771198,B2B Wholesale,Razorpay,Credit Card,Desktop,failed_payment,expired_card,2026-07-22 05:23:37,9898.33,735,17,12,5,0.7059,186,4.54,0,3,2.87,0,4,3,1
EV_104991,TXN_202604991,CUST_1010,Saanvi Singh,saanvi.singh89@enterprise.in,+916943239974,E-commerce Retail,CCAvenue,Credit Card,Desktop,failed_payment,network_error,2026-06-19 14:56:37,50000.0,1340,47,27,20,0.5745,0,7.29,2,3,2.7,0,2,2,1
EV_104992,TXN_202604992,CUST_1981,Saanvi Chopra,saanvi.chopra46@yahoo.com,+917376463094,SaaS,Stripe,UPI,Mobile,checkout_abandonment,user_timeout,2026-08-10 06:49:37,19855.15,1415,6,6,0,1.0,0,3.69,3,1,0.91,0,0,0,1
EV_104993,TXN_202604993,CUST_1299,Pooja Patel,pooja.patel18@company.in,+916657926994,E-commerce Retail,Razorpay,Credit Card,Tablet,failed_payment,user_timeout,2026-08-25 23:16:37,31175.99,478,31,29,2,0.9355,107,6.98,3,2,7.92,0,2,2,1
EV_104994,TXN_202604994,CUST_3201,Arjun Sharma,arjun.sharma8@enterprise.in,+919758704679,EdTech,Cashfree,Wallet,Mobile,checkout_abandonment,user_timeout,2026-06-21 00:03:37,25000.0,192,10,6,4,0.6,0,6.12,3,1,10.02,0,2,2,1
EV_104995,TXN_202604995,CUST_1683,Arjun Singh,arjun.singh1@enterprise.in,+919502029525,E-commerce Retail,CCAvenue,Bank Transfer / NEFT,Tablet,overdue_invoice,insufficient_funds,2026-07-04 10:41:37,32026.95,51,51,22,29,0.4314,0,4.59,1,1,28.48,46,2,2,0
EV_104996,TXN_202604996,CUST_3339,Saanvi Joshi,saanvi.joshi44@gmail.com,+918519243506,E-commerce Retail,PayU,UPI,Desktop,failed_payment,network_error,2026-06-10 03:32:37,3186.98,1007,12,9,3,0.75,0,3.6,2,3,6.65,0,3,3,1
EV_104997,TXN_202604997,CUST_1063,Riya Rao,riya.rao66@company.in,+919409067573,E-commerce Retail,PayU,Debit Card,Desktop,failed_payment,bank_downtime,2026-08-12 03:55:37,2265.16,467,50,22,28,0.44,173,8.15,4,1,14.71,0,1,1,1
EV_104998,TXN_202604998,CUST_2443,Ira Kulkarni,ira.kulkarni26@gmail.com,+919104074578,E-commerce Retail,Razorpay,UPI,Desktop,failed_payment,insufficient_funds,2026-07-05 05:40:37,6153.9,1252,46,38,8,0.8261,4,9.72,1,1,34.85,0,1,1,1
EV_104999,TXN_202604999,CUST_1238,Arjun Mehta,arjun.mehta87@company.in,+916149460439,B2B Wholesale,CCAvenue,Bank Transfer / NEFT,Tablet,overdue_invoice,insufficient_funds,2026-07-02 18:27:37,17196.9,1274,13,3,10,0.2308,71,5.44,1,1,208.48,65,3,0,0
EV_105000,TXN_202605000,CUST_1158,Riya Nair,riya.nair47@gmail.com,+918944974316,EdTech,Stripe,UPI,Mobile,failed_payment,insufficient_funds,2026-08-14 00:16:37,2411.77,513,26,18,8,0.6923,17,2.91,1,1,38.92,0,2,1,1
EV_105001,TXN_202605001,CUST_1217,Ishaan Singh,ishaan.singh66@outlook.com,+919569318475,EdTech,PayU,UPI,Desktop,checkout_abandonment,user_timeout,2026-06-11 01:37:37,25000.0,950,32,25,7,0.7812,0,6.51,3,1,16.03,0,2,2,0
EV_105002,TXN_202605002,CUST_1249,Riya Rao,riya.rao45@outlook.com,+919770810142,SaaS,Cashfree,Credit Card,Desktop,overdue_invoice,insufficient_funds,2026-08-26 21:10:37,25721.69,1089,38,30,8,0.7895,0,4.14,1,1,50.64,85,1,1,0
EV_105003,TXN_202605003,CUST_2053,Meera Rao,meera.rao68@gmail.com,+917248559979,SaaS,Stripe,Credit Card,Desktop,checkout_abandonment,user_timeout,2026-07-04 00:40:37,6529.32,1355,34,25,9,0.7353,0,8.18,3,2,24.07,0,5,3,1
EV_105004,TXN_202605004,CUST_2041,Aarav Joshi,aarav.joshi24@company.in,+919953144588,B2B Wholesale,CCAvenue,UPI,Mobile,failed_payment,insufficient_funds,2026-06-27 07:16:37,4394.2,1198,12,11,1,0.9167,0,6.78,1,2,0.43,0,2,2,1
EV_105005,TXN_202605005,CUST_1020,Ananya Nair,ananya.nair15@yahoo.com,+919774081712,E-commerce Retail,Razorpay,Debit Card,Mobile,checkout_abandonment,user_timeout,2026-06-23 11:42:37,1450.52,69,24,21,3,0.875,0,4.98,3,2,18.6,0,1,0,1
EV_105006,TXN_202605006,CUST_3091,Kabir Bhat,kabir.bhat81@gmail.com,+917952862365,SaaS,Stripe,UPI,Tablet,checkout_abandonment,user_timeout,2026-06-21 09:48:37,762.28,1495,27,20,7,0.7407,0,7.65,3,2,2.19,0,3,2,1
EV_105007,TXN_202605007,CUST_1730,Saanvi Sharma,saanvi.sharma68@gmail.com,+917371454094,EdTech,Cashfree,UPI,Mobile,failed_payment,insufficient_funds,2026-07-29 21:21:37,1750.76,654,37,15,22,0.4054,0,6.7,1,2,4.84,0,1,0,0
EV_105008,TXN_202605008,CUST_1913,Ira Malhotra,ira.malhotra58@enterprise.in,+917581174368,EdTech,Stripe,Debit Card,Desktop,failed_payment,network_error,2026-07-27 23:52:37,939.09,628,48,39,9,0.8125,0,4.37,2,4,4.03,0,0,0,1
EV_105009,TXN_202605009,CUST_1856,Sneha Kulkarni,sneha.kulkarni15@outlook.com,+917088068733,EdTech,PayU,UPI,Desktop,failed_payment,expired_card,2026-06-10 08:04:37,599.54,408,23,13,10,0.5652,0,4.34,0,1,13.69,0,4,2,0
EV_105010,TXN_202605010,CUST_2511,Vivaan Rao,vivaan.rao15@outlook.com,+916494728301,B2B Wholesale,CCAvenue,NetBanking,Desktop,failed_payment,bank_downtime,2026-06-03 09:22:37,1667.38,539,9,8,1,0.8889,0,3.08,4,1,13.84,0,2,2,1
EV_105011,TXN_202605011,CUST_1206,Kunal Rao,kunal.rao85@company.in,+916553843145,E-commerce Retail,Razorpay,Credit Card,Desktop,failed_payment,bank_downtime,2026-06-10 16:44:37,767.94,1460,41,29,12,0.7073,0,6.11,4,3,7.14,0,0,0,1
EV_105012,TXN_202605012,CUST_2561,Aarav Mehta,aarav.mehta30@gmail.com,+918857274115,EdTech,PayU,Credit Card,Desktop,checkout_abandonment,user_timeout,2026-07-26 06:15:37,2929.99,355,12,6,6,0.5,195,3.06,3,1,3.24,0,4,3,0
EV_105013,TXN_202605013,CUST_1844,Aditya Gupta,aditya.gupta20@company.in,+919233085142,SaaS,CCAvenue,Credit Card,Tablet,failed_payment,network_error,2026-06-11 05:26:37,14076.42,1249,29,24,5,0.8276,66,7.88,2,1,1.06,0,3,3,1
EV_105014,TXN_202605014,CUST_3411,Saanvi Kulkarni,saanvi.kulkarni79@gmail.com,+919089836947,B2B Wholesale,Cashfree,Wallet,Mobile,checkout_abandonment,user_timeout,2026-07-27 04:33:37,731.28,189,45,32,13,0.7111,0,5.19,3,1,1.83,0,3,2,1
EV_105015,TXN_202605015,CUST_3153,Ishaan Singh,ishaan.singh61@company.in,+919843660761,E-commerce Retail,Razorpay,Credit Card,Tablet,failed_payment,insufficient_funds,2026-06-30 08:21:37,7878.88,1152,13,10,3,0.7692,0,6.84,1,1,1.0,0,2,2,0
EV_105016,TXN_202605016,CUST_1868,Reyansh Singh,reyansh.singh50@gmail.com,+918708479630,E-commerce Retail,CCAvenue,Debit Card,Mobile,checkout_abandonment,user_timeout,2026-08-23 21:26:37,25000.0,1455,48,43,5,0.8958,0,7.78,3,1,24.91,0,2,2,0
EV_105017,TXN_202605017,CUST_3201,Arjun Sharma,arjun.sharma8@enterprise.in,+919758704679,SaaS,PayU,UPI,Desktop,failed_payment,insufficient_funds,2026-06-28 15:19:37,14429.63,192,11,7,4,0.6364,0,6.12,1,4,6.44,0,3,3,1
EV_105018,TXN_202605018,CUST_1811,Arjun Verma,arjun.verma60@gmail.com,+917956719117,E-commerce Retail,Cashfree,UPI,Tablet,failed_payment,insufficient_funds,2026-07-31 02:24:37,19104.55,1460,23,14,9,0.6087,5,4.52,1,5,60.22,0,3,1,0
EV_105019,TXN_202605019,CUST_3249,Aarav Rao,aarav.rao35@enterprise.in,+919413043060,SaaS,Cashfree,UPI,Tablet,failed_payment,insufficient_funds,2026-08-05 21:12:37,4587.83,1101,49,40,9,0.8163,0,3.97,1,4,8.91,0,2,2,1
EV_105020,TXN_202605020,CUST_2323,Ira Joshi,ira.joshi52@company.in,+918543952630,B2B Wholesale,Razorpay,Credit Card,Mobile,failed_payment,insufficient_funds,2026-08-26 01:41:37,10438.74,1247,15,10,5,0.6667,0,8.61,1,3,21.99,0,2,1,1
EV_105021,TXN_202605021,CUST_2022,Reyansh Singh,reyansh.singh22@gmail.com,+917722431820,EdTech,Stripe,Bank Transfer / NEFT,Tablet,overdue_invoice,insufficient_funds,2026-07-07 23:21:37,23279.36,1466,44,28,16,0.6364,0,7.57,1,1,167.57,7,4,4,1
EV_105022,TXN_202605022,CUST_2645,Aadhya Gupta,aadhya.gupta24@company.in,+917213756353,E-commerce Retail,PayU,Debit Card,Desktop,checkout_abandonment,user_timeout,2026-06-07 02:06:37,9547.09,1022,14,13,1,0.9286,0,6.29,3,2,19.22,0,2,2,1
EV_105023,TXN_202605023,CUST_3365,Kavya Malhotra,kavya.malhotra16@outlook.com,+919875127809,EdTech,Razorpay,UPI,Tablet,checkout_abandonment,user_timeout,2026-08-18 11:52:37,1627.36,1389,46,39,7,0.8478,88,2.91,3,1,4.96,0,3,3,1
EV_105024,TXN_202605024,CUST_2968,Riya Nair,riya.nair59@enterprise.in,+919777184575,B2B Wholesale,PayU,NetBanking,Desktop,checkout_abandonment,user_timeout,2026-07-09 01:39:37,6814.08,343,26,16,10,0.6154,0,9.17,3,1,1.13,0,1,1,1
EV_105025,TXN_202605025,CUST_2231,Ira Kulkarni,ira.kulkarni22@yahoo.com,+916406924807,E-commerce Retail,CCAvenue,Bank Transfer / NEFT,Desktop,overdue_invoice,insufficient_funds,2026-05-31 12:18:37,26205.54,1195,44,31,13,0.7045,0,9.23,1,1,65.87,50,4,4,1
EV_105026,TXN_202605026,CUST_2472,Rohan Malhotra,rohan.malhotra25@enterprise.in,+916126938804,B2B Wholesale,Stripe,UPI,Mobile,failed_payment,bank_downtime,2026-07-20 03:50:37,1136.1,279,38,34,4,0.8947,4,6.49,4,2,11.54,0,1,1,1
EV_105027,TXN_202605027,CUST_3364,Arjun Rao,arjun.rao97@gmail.com,+919590469177,EdTech,Razorpay,UPI,Tablet,checkout_abandonment,user_timeout,2026-06-28 01:11:37,3984.2,1179,20,15,5,0.75,89,8.61,3,2,11.06,0,0,0,1
EV_105028,TXN_202605028,CUST_2246,Riya Reddy,riya.reddy79@company.in,+919265568728,EdTech,PayU,NetBanking,Tablet,overdue_invoice,insufficient_funds,2026-07-22 19:16:37,60449.11,1064,14,10,4,0.7143,0,8.19,1,1,96.14,3,4,2,0
EV_105029,TXN_202605029,CUST_1811,Arjun Verma,arjun.verma60@gmail.com,+917956719117,B2B Wholesale,Cashfree,NetBanking,Mobile,failed_payment,expired_card,2026-08-27 22:02:37,16790.69,1460,24,14,10,0.5833,8,4.52,0,2,2.19,0,3,1,1
EV_105030,TXN_202605030,CUST_3054,Rohan Reddy,rohan.reddy84@yahoo.com,+917939820995,B2B Wholesale,CCAvenue,Credit Card,Mobile,failed_payment,user_timeout,2026-07-29 13:09:37,3144.32,274,8,7,1,0.875,0,9.4,3,1,20.13,0,4,4,1
EV_105031,TXN_202605031,CUST_2616,Vivaan Chopra,vivaan.chopra85@enterprise.in,+918234826102,B2B Wholesale,Cashfree,Credit Card,Desktop,overdue_invoice,insufficient_funds,2026-06-24 13:24:37,30673.61,997,35,25,10,0.7143,3,7.5,1,1,129.22,85,5,4,1
EV_105032,TXN_202605032,CUST_2564,Diya Chopra,diya.chopra4@outlook.com,+917379368328,SaaS,Cashfree,UPI,Mobile,failed_payment,expired_card,2026-08-08 10:17:37,1511.52,1322,9,7,2,0.7778,0,4.97,0,3,32.86,0,3,3,0
EV_105033,TXN_202605033,CUST_3348,Ira Gupta,ira.gupta74@gmail.com,+918084717511,EdTech,PayU,Credit Card,Desktop,failed_payment,insufficient_funds,2026-05-31 12:39:37,21853.59,923,43,33,10,0.7674,0,5.43,1,1,15.98,0,4,4,1
EV_105034,TXN_202605034,CUST_2432,Saanvi Gupta,saanvi.gupta52@gmail.com,+916957998014,E-commerce Retail,CCAvenue,UPI,Desktop,failed_payment,user_timeout,2026-08-25 08:57:37,50000.0,1197,26,18,8,0.6923,172,5.62,3,2,14.0,0,3,3,1
EV_105035,TXN_202605035,CUST_2187,Sneha Sharma,sneha.sharma66@enterprise.in,+917444715251,E-commerce Retail,Razorpay,Credit Card,Tablet,failed_payment,expired_card,2026-06-25 23:03:37,16452.27,982,29,20,9,0.6897,120,7.26,0,3,0.14,0,3,3,0
EV_105036,TXN_202605036,CUST_1983,Vihaan Reddy,vihaan.reddy46@company.in,+917508689990,E-commerce Retail,CCAvenue,Credit Card,Mobile,checkout_abandonment,user_timeout,2026-08-23 17:12:37,6513.63,736,8,4,4,0.5,77,7.3,3,1,2.08,0,3,1,1
EV_105037,TXN_202605037,CUST_2812,Aditya Kulkarni,aditya.kulkarni87@yahoo.com,+916406166347,EdTech,PayU,Credit Card,Mobile,checkout_abandonment,user_timeout,2026-06-12 01:44:37,1633.69,914,32,25,7,0.7812,170,5.17,3,1,0.64,0,2,2,1
EV_105038,TXN_202605038,CUST_3055,Meera Kulkarni,meera.kulkarni27@outlook.com,+916484014871,E-commerce Retail,CCAvenue,Credit Card,Mobile,checkout_abandonment,user_timeout,2026-06-07 08:53:37,9344.33,860,5,2,3,0.4,0,8.32,3,2,6.73,0,4,2,1
EV_105039,TXN_202605039,CUST_3011,Kavya Verma,kavya.verma98@company.in,+916051535069,B2B Wholesale,Razorpay,UPI,Mobile,failed_payment,bank_downtime,2026-06-15 10:11:37,21345.67,1410,55,39,16,0.7091,0,7.81,4,1,15.01,0,1,1,1
EV_105040,TXN_202605040,CUST_3012,Sneha Kulkarni,sneha.kulkarni90@enterprise.in,+918912827695,EdTech,Stripe,Credit Card,Mobile,checkout_abandonment,user_timeout,2026-07-10 22:56:37,14519.91,770,8,4,4,0.5,4,8.39,3,1,6.85,0,4,2,0
EV_105041,TXN_202605041,CUST_1432,Kabir Kulkarni,kabir.kulkarni6@company.in,+916296036788,B2B Wholesale,CCAvenue,Credit Card,Mobile,failed_payment,expired_card,2026-05-31 01:33:37,29978.98,1086,33,19,14,0.5758,3,6.64,0,2,20.49,0,2,0,1
EV_105042,TXN_202605042,CUST_1254,Vivaan Mehta,vivaan.mehta11@gmail.com,+918755022797,E-commerce Retail,Razorpay,UPI,Mobile,failed_payment,insufficient_funds,2026-08-14 20:00:37,6628.12,88,41,28,13,0.6829,4,4.73,1,1,15.99,0,3,3,1
EV_105043,TXN_202605043,CUST_1690,Ananya Sharma,ananya.sharma7@enterprise.in,+916095051435,E-commerce Retail,PayU,Credit Card,Tablet,failed_payment,user_timeout,2026-05-31 06:30:37,4893.81,341,14,11,3,0.7857,0,8.45,3,1,6.94,0,0,0,1
EV_105044,TXN_202605044,CUST_2012,Aditya Malhotra,aditya.malhotra39@outlook.com,+919691166761,EdTech,Razorpay,NetBanking,Desktop,overdue_invoice,insufficient_funds,2026-08-17 05:17:37,13435.16,512,12,9,3,0.75,162,4.55,1,1,211.95,72,3,1,1
EV_105045,TXN_202605045,CUST_1319,Ananya Bhat,ananya.bhat53@outlook.com,+917288011277,EdTech,Stripe,NetBanking,Desktop,failed_payment,bank_downtime,2026-06-22 06:40:37,50000.0,882,27,6,21,0.2222,0,7.1,4,1,0.39,0,1,0,0
EV_105046,TXN_202605046,CUST_2722,Vihaan Rao,vihaan.rao2@outlook.com,+917809932555,SaaS,PayU,Bank Transfer / NEFT,Desktop,overdue_invoice,insufficient_funds,2026-07-08 08:11:37,70607.78,764,33,23,10,0.697,0,5.06,1,1,150.28,40,2,2,0
EV_105047,TXN_202605047,CUST_1404,Rohan Verma,rohan.verma47@yahoo.com,+916353993484,SaaS,CCAvenue,NetBanking,Tablet,overdue_invoice,insufficient_funds,2026-08-21 13:29:37,29770.21,1370,29,18,11,0.6207,0,8.34,1,1,47.95,27,2,1,1
EV_105048,TXN_202605048,CUST_2344,Ishaan Rao,ishaan.rao62@yahoo.com,+916510209087,B2B Wholesale,PayU,NetBanking,Desktop,checkout_abandonment,user_timeout,2026-06-26 01:45:37,3489.04,437,30,17,13,0.5667,0,5.29,3,1,2.18,0,4,3,1
EV_105049,TXN_202605049,CUST_1486,Meera Reddy,meera.reddy88@company.in,+918459789133,EdTech,CCAvenue,Debit Card,Mobile,failed_payment,user_timeout,2026-06-19 19:38:37,1069.27,1126,18,14,4,0.7778,0,4.66,3,3,5.93,0,3,3,1
EV_105050,TXN_202605050,CUST_1537,Aditya Kulkarni,aditya.kulkarni10@gmail.com,+919885997885,B2B Wholesale,PayU,UPI,Desktop,failed_payment,expired_card,2026-07-27 08:16:37,3111.09,1077,20,14,6,0.7,0,8.64,0,1,12.25,0,2,2,1
